Vmag,Plx,B-V,MagA,Clase
8.57,8.86,0.501,18.307167,0.0
6.64,2.28,-0.076,13.429674,1.0
8.06,1.28,1.457,13.59605,1.0
6.34,6.7,-0.017,15.470374,0.0
6.09,11.42,1.081,16.37833,1.0
8.2,4.15,1.4,16.290241,0.0
7.39,19.28,0.565,18.815535,0.0
7.72,7.38,0.542,17.060282,0.0
7.77,1.4,1.275,13.500641,1.0
8.0,6.45,0.113,17.047798,0.0
7.68,4.92,0.985,16.139826,1.0
7.24,9.12,0.456,17.039974,0.0
8.11,1.27,1.067,13.629019,1.0
7.55,3.26,-0.011,15.116089,1.0
7.88,4.1,1.21,15.943919,1.0
7.63,2.13,0.057,14.271898,0.0
9.32,1.37,0.415,15.003603,0.0
8.89,1.24,1.115,14.357109,1.0
9.91,3.97,0.737,17.903954,0.0
8.49,15.23,0.676,19.4035,0.0
8.02,1.26,1.416,13.5218525,1.0
8.61,2.28,1.047,15.399673,1.0
9.4,6.47,0.666,18.454521,0.0
7.75,1.66,0.12,13.85054,0.0
7.23,5.98,0.01,16.113506,0.0
9.44,5.73,0.622,18.230774,0.0
5.21,4.78,1.538,13.60714,1.0
7.41,4.14,-0.06,15.495002,1.0
6.89,10.9,0.08,17.077131,0.0
8.66,5.55,0.379,17.381466,0.0
6.21,7.22,0.164,15.5026865,0.0
7.47,2.35,-0.057,14.325339,0.0
5.58,5.89,-0.054,14.430576,0.0
8.5,5.6,1.109,17.24094,1.0
6.34,6.21,0.309,15.305458,1.0
9.21,2.75,0.99,16.406664,1.0
8.85,3.1,1.071,16.306808,1.0
6.99,0.61,0.441,10.916649,1.0
4.62,3.76,0.994,12.495939,1.0
9.49,6.76,0.604,18.639732,0.0
6.95,5.37,1.418,15.599872,1.0
9.48,0.56,0.398,13.22094,1.0
6.32,2.73,-0.134,13.500814,0.0
8.02,7.84,0.869,17.491581,0.0
5.84,8.71,0.847,15.540091,1.0
5.29,36.46,0.395,18.099083,0.0
7.76,1.22,1.595,13.191799,1.0
9.34,2.09,0.932,15.940732,0.0
6.78,8.75,0.982,16.49004,1.0
5.88,10.32,1.274,15.948399,0.0
9.01,2.3,0.976,15.81864,0.0
7.76,5.12,0.079,16.30635,0.0
8.08,30.69,0.719,20.514984,0.0
5.65,27.26,0.505,17.82763,0.0
7.85,4.72,1.013,16.21971,0.0
8.76,13.44,0.584,19.401997,0.0
9.34,2.16,0.396,16.012268,1.0
8.75,4.39,0.44,16.962322,0.0
7.38,5.02,1.008,15.883519,0.0
5.46,16.42,1.054,16.536865,1.0
6.58,1.48,1.57,12.431309,1.0
6.97,30.36,0.618,19.381508,0.0
8.15,1.79,0.047,14.414265,1.0
8.51,1.33,0.289,14.129259,0.0
9.41,0.81,0.2,13.952425,0.0
8.29,10.77,0.5,18.451077,0.0
7.23,3.89,1.339,15.179749,1.0
8.45,3.7,1.106,16.291008,1.0
7.66,2.34,1.264,14.506079,1.0
8.27,4.17,0.323,16.370682,1.0
9.65,5.62,0.453,18.398682,0.0
6.86,1.05,1.9,11.965946,1.0
8.91,4.08,1.478,16.9633,1.0
7.83,4.32,0.104,16.00742,0.0
5.98,-0.01,0.274,0.98,1.0
6.81,3.27,1.432,14.382739,1.0
6.5,7.49,0.003,15.872409,0.0
7.79,1.42,0.01,13.551441,0.0
9.13,2.57,1.096,16.179665,1.0
9.4,7.41,0.631,18.74909,0.0
6.13,7.93,0.997,15.626366,1.0
9.0,18.23,0.657,20.303932,0.0
5.87,14.26,0.07,16.640598,0.0
2.54,7.12,0.038,11.8024,0.0
8.04,4.27,1.285,16.192139,1.0
6.11,1.74,1.265,12.312746,1.0
7.0,6.77,0.214,16.152943,0.0
7.99,4.24,-0.071,16.12683,0.0
5.57,7.76,0.171,15.01931,0.0
8.19,7.13,0.257,17.455448,0.0
6.81,2.88,-0.082,14.106962,0.0
6.97,2.87,1.439,14.259409,1.0
9.4,3.33,0.463,17.01222,0.0
9.74,17.6,0.825,20.967564,0.0
6.31,4.44,1.302,14.546915,1.0
8.98,6.63,0.611,18.087566,0.0
9.14,23.62,0.921,21.006401,0.0
8.45,1.13,1.41,13.715392,1.0
8.59,6.91,0.339,17.78739,0.0
8.45,2.97,1.435,15.813782,1.0
6.82,0.36,0.998,9.601513,1.0
9.66,7.11,0.567,18.919348,0.0
8.11,1.58,-0.013,14.103285,1.0
9.0,6.55,0.494,18.081207,0.0
8.95,1.64,1.603,15.0242195,1.0
8.84,0.83,1.374,13.43539,1.0
6.06,9.66,1.05,15.984886,1.0
7.98,22.2,0.518,19.711765,0.0
8.83,11.27,0.675,19.089619,0.0
7.55,1.31,1.598,13.136356,1.0
7.82,6.28,0.387,16.8098,0.0
2.99,24.69,0.92,14.952605,1.0
6.88,2.76,1.61,14.084546,1.0
8.85,0.24,1.043,10.751057,1.0
9.97,6.6,0.46,19.06772,0.0
9.38,1.57,-0.104,15.359499,0.0
6.38,4.79,1.554,14.781678,1.0
8.22,3.36,1.603,15.851697,1.0
8.11,3.76,0.382,15.985939,0.0
5.38,4.1,1.091,13.443919,1.0
7.05,5.39,0.137,15.707944,0.0
6.68,3.18,0.028,14.192135,0.0
9.37,2.02,-0.038,15.896757,0.0
7.65,4.34,1.258,15.837448,1.0
7.26,-0.02,1.92,3.7651505,1.0
7.68,18.04,0.544,18.961184,0.0
10.19,17.2,0.897,21.367641,0.0
8.64,3.65,1.078,16.451466,1.0
8.95,1.62,-0.008,14.997575,0.0
8.94,-1.04,0.146,14.0251665,1.0
8.16,11.86,0.495,18.530424,0.0
6.11,2.12,1.317,12.74168,1.0
8.84,3.09,1.106,16.289793,1.0
9.81,9.33,0.773,19.659409,0.0
8.02,2.88,1.291,15.316963,1.0
8.93,1.52,1.657,14.839218,1.0
8.38,0.51,1.249,11.9178505,1.0
7.99,0.56,-0.1,11.73094,1.0
8.53,4.62,1.292,16.85321,1.0
2.71,2.98,1.616,10.081081,1.0
4.74,17.93,0.938,16.0079,1.0
7.53,2.76,1.468,14.734547,1.0
7.62,3.84,0.88,15.5416565,1.0
7.51,0.52,1.663,11.090017,1.0
6.76,6.85,0.042,15.938453,0.0
7.72,1.18,1.547,13.079411,1.0
9.48,-0.04,0.1,7.490299,1.0
8.33,3.65,0.939,16.141464,1.0
7.45,1.45,0.145,13.25684,0.0
8.94,1.94,1.019,15.379008,1.0
7.96,2.31,1.44,14.77806,1.0
7.08,1.99,1.507,13.574265,1.0
9.27,9.51,0.613,19.160904,0.0
8.76,5.85,0.52,17.59578,0.0
7.61,4.64,1.179,15.942591,1.0
8.17,-0.13,1.02,8.739717,1.0
8.87,6.47,0.611,17.924522,0.0
8.68,1.65,1.03,14.76742,0.0
8.69,3.95,1.694,16.672985,1.0
7.13,4.91,0.955,15.585408,1.0
8.33,6.99,0.429,17.552385,0.0
8.02,4.58,0.311,16.32433,0.0
8.93,6.97,0.52,18.146164,0.0
8.41,2.78,1.082,15.630224,1.0
5.11,34.61,0.481,17.80601,0.0
8.03,7.81,1.112,17.493256,1.0
8.78,3.95,1.088,16.762985,1.0
9.65,3.84,0.615,17.571655,0.0
8.88,2.99,0.969,16.258356,1.0
9.6,0.62,-0.105,13.561958,0.0
7.22,4.17,0.955,15.320681,1.0
7.87,4.64,1.569,16.20259,1.0
5.12,65.46,0.694,19.19988,0.0
7.74,26.42,0.754,19.849663,0.0
9.09,2.82,0.45,16.341246,0.0
5.32,5.07,1.267,13.845039,1.0
9.05,0.28,1.21,11.28579,1.0
8.11,7.02,0.964,17.341686,0.0
8.11,8.26,0.722,17.6949,0.0
8.41,1.87,1.289,14.769208,1.0
8.24,5.8,0.237,17.05714,0.0
7.92,7.6,0.695,17.324068,0.0
7.68,2.36,0.057,14.5445595,0.0
7.8,3.34,1.157,15.418733,1.0
8.41,3.68,-0.07,16.239239,0.0
6.91,8.04,1.051,16.43628,0.0
7.64,12.56,0.535,18.134947,0.0
5.74,3.89,-0.101,13.689748,0.0
7.95,13.67,0.456,18.628841,0.0
8.75,2.72,0.491,15.922844,0.0
9.94,32.41,1.151,22.493395,0.0
8.79,-1.08,0.045,13.957119,0.0
8.91,1.22,1.613,14.341799,1.0
8.25,10.08,0.445,18.267302,0.0
8.26,19.07,0.611,19.661755,0.0
8.4,15.04,0.516,19.28624,0.0
6.84,6.84,0.443,16.015282,1.0
4.68,11.9,1.31,15.057735,1.0
5.38,5.76,1.543,14.182113,1.0
3.83,13.14,1.456,14.4229765,1.0
7.83,2.77,1.061,15.042398,1.0
9.18,2.16,0.0,15.852269,1.0
5.99,7.01,-0.098,15.21859,0.0
6.15,10.32,0.333,16.2184,0.0
8.02,3.32,1.341,15.62569,1.0
8.35,2.59,1.085,15.416499,1.0
8.22,7.11,1.007,17.479347,1.0
6.35,2.92,0.866,13.676914,1.0
8.24,8.11,0.364,17.785105,0.0
7.97,9.65,0.853,17.892637,0.0
8.52,1.22,0.975,13.951799,1.0
7.02,1.44,1.552,12.811812,1.0
8.38,8.47,0.891,18.019417,0.0
9.45,0.89,1.138,14.19695,1.0
6.9,23.18,0.498,18.725567,0.0
6.75,5.43,1.257,15.424,1.0
9.18,3.93,0.999,17.151962,1.0
7.88,3.42,0.33,15.550131,0.0
6.07,10.76,-0.028,16.229061,0.0
9.26,20.54,0.815,20.823004,0.0
9.48,10.93,0.616,19.6731,0.0
6.5,12.75,0.163,17.027552,0.0
8.89,3.29,0.973,16.475979,1.0
7.77,2.21,1.252,14.4919615,0.0
7.35,15.95,0.497,18.363804,0.0
8.81,1.68,1.245,14.936546,1.0
7.77,5.68,1.051,16.541742,1.0
9.0,5.79,0.432,17.813393,0.0
8.49,2.41,0.894,15.400085,1.0
8.44,5.38,0.397,17.09391,0.0
9.0,0.96,1.128,13.911356,1.0
9.15,3.28,0.354,16.72937,0.0
7.88,9.51,0.388,17.770903,0.0
8.8,14.59,0.683,19.620277,0.0
6.61,18.64,0.511,17.962229,0.0
7.59,6.5,1.059,16.654568,1.0
6.26,6.03,1.251,15.161587,1.0
8.94,4.62,1.072,17.26321,1.0
9.39,4.88,0.469,17.8321,0.0
7.76,3.25,1.588,15.319417,1.0
6.92,2.61,-0.142,14.003202,0.0
9.21,0.53,0.142,12.831379,0.0
7.72,19.43,0.553,19.162363,0.0
9.48,23.01,0.865,21.289581,0.0
7.03,1.8,-0.042,13.306362,0.0
8.97,3.92,0.398,16.93643,0.0
9.18,3.09,0.98,16.629793,0.0
8.11,3.19,1.241,15.628953,1.0
7.42,4.37,1.395,15.622408,1.0
8.27,4.91,1.169,16.725409,1.0
8.7,0.95,-0.043,13.588617,1.0
7.41,3.6,-0.031,15.191513,0.0
8.89,0.52,1.284,12.4700165,1.0
7.87,-0.28,0.71,10.10579,1.0
5.61,9.59,0.951,15.519094,1.0
7.73,0.76,1.3,12.134068,1.0
8.54,2.08,1.181,15.130316,1.0
8.8,9.96,0.556,18.791298,0.0
7.88,1.53,-0.053,13.803457,0.0
8.96,0.13,0.262,9.5297165,1.0
8.26,4.7,1.172,16.620491,1.0
8.91,3.13,0.116,16.387722,0.0
3.56,6.31,-0.21,12.560146,0.0
6.39,3.11,1.441,13.853802,1.0
8.91,-0.02,0.996,5.41515,1.0
7.73,-2.96,1.456,15.086458,0.0
5.05,50.2,0.72,18.553518,0.0
5.86,6.96,1.349,15.073046,1.0
8.47,1.81,1.068,14.758392,1.0
9.16,0.02,1.51,5.66515,0.0
5.48,37.06,0.52,18.324526,0.0
7.4,4.3,0.876,15.567343,0.0
9.11,0.02,1.267,5.61515,1.0
7.72,4.79,1.004,16.121677,1.0
4.47,2.8,-0.18,11.70579,0.0
5.01,5.81,0.804,13.830881,1.0
8.88,6.17,0.605,17.831425,0.0
8.36,2.38,0.309,15.242885,0.0
7.96,9.66,0.388,17.884886,0.0
8.79,1.16,1.234,14.112289,1.0
8.16,17.17,0.566,19.33385,0.0
8.39,1.52,0.902,14.299218,1.0
8.2,4.01,1.149,16.215721,1.0
6.85,9.58,0.204,16.756826,0.0
8.61,3.03,1.368,16.017212,1.0
7.75,4.51,1.231,16.020882,1.0
7.7,27.88,0.79,19.926464,0.0
8.31,2.37,-0.01,15.183743,1.0
5.06,12.63,0.88,15.567017,0.0
7.72,0.67,0.117,11.850374,1.0
8.42,0.99,-0.019,13.398176,1.0
4.0,41.26,0.423,17.077644,0.0
8.36,8.71,0.413,18.06009,0.0
8.16,3.67,1.377,15.98333,1.0
7.8,0.91,0.635,12.595207,1.0
7.77,11.14,0.52,18.004427,0.0
8.21,1.48,1.6,14.061309,1.0
7.23,5.86,0.853,16.069489,1.0
9.31,5.09,0.459,17.84359,0.0
9.1,14.42,0.62,19.894825,0.0
6.77,6.61,1.147,15.871008,1.0
6.96,4.39,0.721,15.172322,1.0
7.24,7.11,1.245,16.499348,1.0
7.99,4.43,0.087,16.22202,0.0
7.88,5.45,0.059,16.561983,0.0
9.04,4.4,1.08,17.257263,1.0
8.58,11.7,0.463,18.920929,0.0
8.96,1.26,2.928,14.461853,1.0
9.4,9.17,0.539,19.211845,0.0
7.83,4.14,0.926,15.915002,1.0
5.9,3.3,-0.18,13.492569,0.0
9.07,0.96,1.129,13.981356,1.0
8.78,0.34,1.075,11.437394,1.0
8.87,1.06,1.319,13.996529,1.0
8.97,1.88,0.112,15.34079,0.0
8.23,0.02,1.886,4.73515,1.0
7.5,17.8,0.62,18.7521,0.0
7.95,-0.63,0.226,11.946703,0.0
4.83,11.06,0.058,15.048775,0.0
10.27,0.03,0.412,7.6556067,1.0
8.91,3.28,0.502,16.489368,0.0
8.17,0.63,1.646,12.166702,1.0
8.9,-0.32,1.167,11.425749,1.0
8.03,1.76,1.181,14.257564,1.0
8.13,4.95,0.027,16.603025,0.0
7.98,48.96,0.986,21.429207,0.0
6.32,6.95,1.099,15.529924,1.0
7.59,35.27,0.724,20.327026,0.0
9.15,3.5,1.6,16.87034,1.0
8.27,8.8,0.479,17.992413,0.0
8.47,9.52,0.433,18.363186,0.0
9.06,1.08,0.13,14.227119,1.0
8.37,3.62,0.244,16.163544,0.0
10.34,41.56,1.365,23.433378,0.0
7.16,2.98,1.399,14.531081,1.0
8.99,2.73,1.11,16.170815,1.0
6.58,4.78,1.445,14.977139,0.0
8.81,1.39,0.032,14.525074,0.0
7.68,2.13,-0.199,14.3218975,0.0
9.45,3.43,0.469,17.12647,0.0
8.03,0.36,1.444,10.811512,1.0
6.14,3.95,-0.041,14.122986,1.0
8.57,1.12,2.305,13.81609,1.0
8.89,4.15,-0.02,16.98024,0.0
9.28,12.99,0.58,19.848045,0.0
8.8,11.02,0.594,19.010906,0.0
8.27,3.23,0.423,15.816013,0.0
7.21,4.78,0.916,15.60714,1.0
8.66,2.49,1.708,15.640997,1.0
8.98,2.9,1.208,16.29199,1.0
3.82,9.76,1.613,13.767248,1.0
8.52,0.38,1.296,11.418919,1.0
5.58,0.86,0.407,10.252492,1.0
7.91,4.21,1.392,16.03141,1.0
8.7,-0.8,1.616,13.21545,1.0
7.23,4.93,0.873,15.694235,1.0
9.61,0.19,0.175,11.003767,1.0
8.27,-0.13,1.55,8.839717,1.0
9.7,15.69,0.91,20.678116,0.0
8.01,2.91,1.05,15.329465,1.0
7.0,0.47,0.425,10.360489,1.0
9.64,1.46,0.214,15.461765,1.0
8.99,3.11,1.314,16.453802,0.0
6.52,3.5,-0.016,14.240341,0.0
7.24,7.73,-0.038,16.680897,0.0
6.85,4.05,1.285,14.887276,1.0
6.16,6.11,0.921,15.090206,1.0
5.66,3.75,-0.101,13.530157,1.0
7.76,12.34,0.389,18.216576,0.0
8.43,3.54,1.104,16.175016,1.0
9.7,2.59,0.52,16.766499,0.0
9.55,4.07,0.48,17.597973,0.0
5.38,5.04,-0.029,13.892153,0.0
6.29,6.92,0.953,15.49053,1.0
8.33,3.65,1.122,16.141464,1.0
9.44,10.25,0.58,19.493618,0.0
9.65,4.53,0.67,17.93049,0.0
9.27,38.67,1.139,22.206871,0.0
6.97,2.33,1.628,13.80678,1.0
6.94,5.93,1.07,15.805273,1.0
8.12,4.16,1.102,16.215466,1.0
8.04,-0.01,-0.05,3.04,0.0
6.42,14.06,0.328,17.159927,0.0
8.37,10.28,0.572,18.429966,0.0
8.18,3.54,0.988,15.925016,1.0
7.84,14.21,0.654,18.60297,0.0
7.8,8.46,0.407,17.436852,0.0
6.38,8.65,1.141,16.065079,1.0
6.95,3.72,1.4,14.802714,1.0
6.33,4.76,0.897,14.718035,1.0
8.93,4.76,0.31,17.318035,0.0
9.49,8.04,0.597,19.016281,0.0
8.77,3.93,1.008,16.741962,1.0
8.16,1.83,-0.034,14.472256,0.0
6.18,3.25,1.366,13.739416,1.0
7.47,14.98,0.487,18.347559,0.0
7.85,1.56,1.748,13.815622,1.0
8.08,6.48,0.4,17.137875,0.0
7.89,15.94,0.511,18.902441,0.0
6.43,1.92,-0.178,12.846506,0.0
8.74,1.51,1.178,14.634884,1.0
7.94,2.46,1.454,14.894676,1.0
6.47,0.67,-0.19,10.600374,0.0
6.61,2.62,1.086,13.701508,1.0
8.75,2.6,0.067,15.824866,0.0
9.3,1.07,-0.12,14.4469185,0.0
9.5,2.53,-0.093,16.515602,0.0
5.46,2.08,-0.176,12.050316,0.0
9.52,11.54,0.63,19.83103,0.0
8.56,2.11,0.722,15.181413,1.0
10.31,29.17,1.364,22.634682,0.0
8.07,0.45,0.051,11.336062,1.0
7.8,2.3,0.969,14.608639,1.0
7.93,3.11,1.176,15.393803,1.0
9.22,2.09,0.249,15.820732,0.0
7.07,1.88,0.033,13.44079,1.0
8.8,2.56,1.27,15.8412,1.0
10.0,2.48,1.02,16.972258,1.0
8.32,0.95,1.022,13.208618,1.0
0.87,50.09,1.538,14.368754,1.0
8.78,0.93,1.554,13.622415,1.0
8.92,3.38,1.299,16.564583,1.0
6.35,5.7,1.172,15.129374,1.0
7.36,7.58,1.094,16.758347,1.0
8.83,1.75,0.484,15.045191,0.0
8.18,0.91,0.182,12.975207,0.0
8.53,3.12,1.519,16.000772,0.0
4.34,35.17,0.148,17.070862,1.0
7.44,0.69,1.375,11.634245,1.0
8.47,8.44,0.552,18.101711,0.0
6.8,11.35,0.245,17.074982,1.0
7.98,8.2,0.343,17.549068,0.0
5.78,21.96,0.312,17.488163,0.0
8.29,6.79,0.129,17.449348,0.0
4.68,6.88,0.823,13.867943,1.0
4.07,33.75,0.088,16.711369,0.0
8.3,2.78,1.298,15.520225,1.0
8.16,1.09,1.633,13.347132,1.0
7.35,2.58,1.616,14.408098,1.0
8.83,2.73,1.382,16.010815,1.0
8.03,3.07,-0.13,15.465692,0.0
9.05,10.22,0.63,19.097256,0.0
5.32,6.44,1.476,14.364429,1.0
8.58,9.06,0.65,18.365643,0.0
7.41,5.55,0.29,16.131466,0.0
8.82,5.19,1.198,17.395836,1.0
7.69,3.96,0.043,15.678476,0.0
7.71,3.56,1.272,15.46725,1.0
8.67,8.62,0.574,18.347536,0.0
8.17,9.44,0.427,18.04486,0.0
7.55,5.66,1.24,16.314083,1.0
6.73,7.6,0.909,16.134068,1.0
9.17,0.51,0.039,12.707851,0.0
8.23,2.31,1.378,15.048059,1.0
9.01,1.2,0.359,14.405907,0.0
7.6,6.31,0.375,16.600147,0.0
8.0,13.75,0.725,18.691513,0.0
9.61,8.26,0.552,19.1949,0.0
8.54,6.81,0.273,17.705734,0.0
8.11,0.05,1.249,6.6048493,1.0
5.89,11.63,0.022,16.2179,0.0
6.23,18.06,0.31,17.513588,1.0
7.44,6.24,1.152,16.415924,1.0
9.13,1.24,1.193,14.597109,1.0
8.78,1.96,1.297,15.241281,1.0
7.42,3.7,1.132,15.261009,1.0
8.8,0.63,0.058,12.796703,0.0
8.86,3.89,1.207,16.809748,1.0
6.22,5.61,0.01,14.964813,0.0
8.92,1.75,0.976,15.135191,1.0
4.46,8.68,-0.163,14.152598,1.0
8.23,1.86,1.359,14.577564,1.0
9.39,4.04,0.935,17.421907,0.0
6.21,16.7,0.358,17.323582,0.0
7.23,4.82,0.85,15.645235,1.0
6.44,8.38,1.039,16.056221,1.0
7.75,3.17,0.049,15.255297,0.0
8.15,-0.19,1.68,9.543768,1.0
6.74,8.73,0.066,16.445072,0.0
9.08,8.39,0.645,18.69881,0.0
9.29,4.8,0.082,17.696205,0.0
6.86,6.96,0.893,16.073046,0.0
8.81,7.5,0.549,18.185307,0.0
8.96,7.99,0.423,18.472733,0.0
7.84,9.79,0.356,17.793915,0.0
8.03,4.0,1.579,16.0403,1.0
8.96,4.04,0.446,16.991907,0.0
9.32,1.23,-0.075,14.769526,1.0
5.72,10.63,1.298,15.852665,1.0
7.75,3.41,1.19,15.413773,1.0
6.43,5.31,1.346,15.055473,1.0
8.28,3.74,0.013,16.144358,0.0
7.96,4.32,0.957,16.137419,1.0
8.77,0.71,1.376,13.026293,1.0
6.42,-0.6,2.282,10.310757,1.0
7.87,2.82,1.046,15.121245,1.0
7.72,-0.15,1.472,8.600456,1.0
9.16,13.59,0.43,19.826097,0.0
8.16,1.58,1.814,14.153285,1.0
8.17,10.88,0.659,18.353144,0.0
7.46,6.22,0.996,16.428951,1.0
8.54,2.56,1.388,15.5812,1.0
8.32,4.74,0.361,16.69889,1.0
7.99,3.88,-0.021,15.934158,0.0
8.15,2.73,0.835,15.330813,1.0
5.93,18.83,0.238,17.304253,0.0
9.66,0.85,0.352,14.307095,0.0
8.97,0.82,1.446,13.539069,1.0
8.75,2.61,1.528,15.833202,1.0
7.81,2.57,1.165,14.859665,1.0
8.68,1.86,1.182,15.027565,1.0
8.3,8.3,0.332,17.89539,0.0
6.46,1.74,0.371,12.662746,1.0
5.91,23.02,1.01,17.720528,0.0
8.69,1.53,1.253,14.613457,1.0
4.18,9.63,1.535,14.098131,1.0
6.02,3.12,1.591,13.490772,1.0
7.81,3.94,1.23,15.787481,1.0
8.09,5.4,0.548,16.751968,0.0
7.57,14.01,0.491,18.30219,0.0
7.25,3.32,0.568,14.85569,1.0
8.49,9.33,0.475,18.339409,0.0
7.89,2.62,1.068,14.981506,1.0
7.38,19.56,0.758,18.836845,0.0
8.82,6.45,0.45,17.867798,0.0
7.47,4.5,1.097,15.736063,1.0
6.82,5.34,0.043,15.457706,0.0
5.1,4.31,-0.052,13.272387,1.0
8.31,9.74,0.5,18.252796,0.0
6.89,0.65,2.07,10.954567,1.0
9.28,19.16,0.606,20.691977,0.0
6.67,26.01,0.404,18.7457,0.0
8.32,1.1,1.174,13.526963,1.0
8.06,1.27,0.05,13.57902,0.0
8.87,1.99,0.98,15.364265,1.0
9.34,2.82,1.223,16.591246,1.0
5.34,5.54,-0.099,14.0575485,0.0
9.88,20.87,1.038,21.477612,0.0
7.26,5.8,-0.072,16.07714,0.0
7.28,4.36,1.008,15.477432,1.0
7.57,3.37,0.931,15.208149,1.0
6.7,7.28,0.872,16.010656,1.0
8.24,15.97,0.53,19.256523,0.0
9.72,9.74,0.64,19.662796,0.0
5.16,12.33,0.96,15.614816,1.0
8.81,21.11,0.675,20.432442,0.0
8.56,-0.22,1.707,10.272114,1.0
7.49,2.33,1.518,14.326779,1.0
6.26,4.96,0.075,14.737409,0.0
6.16,9.24,1.006,15.988359,1.0
9.7,2.43,0.464,16.62803,0.0
8.11,3.63,1.109,15.9095335,1.0
6.98,11.03,0.349,17.192877,0.0
9.13,5.97,0.402,18.009872,0.0
8.2,4.79,0.21,16.601677,0.0
9.13,6.25,0.291,18.109402,0.0
10.02,-2.39,1.016,16.911991,1.0
7.91,4.42,0.994,16.137112,1.0
6.77,2.23,0.97,13.511524,1.0
5.46,9.21,0.957,15.281299,1.0
5.51,12.23,1.071,15.947132,1.0
7.57,18.03,0.468,18.84998,0.0
8.14,11.52,0.516,18.447262,0.0
8.15,2.1,1.367,14.761096,1.0
8.37,1.05,0.092,13.475946,0.0
8.57,1.19,1.035,13.947735,1.0
7.19,5.43,-0.098,15.864,0.0
8.34,3.1,0.691,15.796808,0.0
5.13,21.35,0.089,16.776989,0.0
9.19,1.52,1.008,15.099217,1.0
8.62,-0.44,1.252,11.837263,1.0
8.81,2.44,1.172,15.74695,1.0
8.51,6.85,0.362,17.688454,0.0
8.89,2.75,0.062,16.086664,0.0
8.77,3.33,1.097,16.382221,1.0
8.36,-0.58,1.293,12.177139,1.0
7.9,4.92,0.317,16.359825,0.0
8.93,1.01,-0.029,13.951607,1.0
9.02,2.67,0.521,16.152557,0.0
9.68,1.2,0.171,15.075907,0.0
8.35,6.5,0.522,17.414568,0.0
8.36,2.84,-0.025,15.626592,0.0
5.76,7.61,-0.117,15.1669235,1.0
8.6,2.02,0.939,15.126757,1.0
8.94,10.9,0.721,19.127132,0.0
8.78,1.29,1.156,14.332949,1.0
5.17,26.15,0.234,17.257359,0.0
7.36,0.3,0.189,9.745606,1.0
7.04,4.12,0.298,15.114486,0.0
7.47,5.53,0.94,16.183626,1.0
7.53,14.96,0.387,18.404657,0.0
8.72,1.66,0.43,14.82054,0.0
7.91,1.25,1.518,13.39455,1.0
8.62,4.78,0.495,17.01714,0.0
8.06,1.66,1.136,14.160541,1.0
7.15,-0.18,1.745,8.426363,0.0
8.77,1.31,1.326,14.356358,1.0
9.45,2.07,1.115,16.029852,0.0
9.9,5.53,0.53,18.613625,0.0
5.88,9.55,1.078,15.780017,1.0
6.38,82.15,0.78,20.953037,0.0
8.69,4.86,1.115,17.12318,1.0
7.6,38.52,0.792,20.52843,0.0
9.03,2.9,0.59,16.34199,0.0
8.13,2.93,0.128,15.464338,1.0
7.37,2.83,1.453,14.628932,1.0
8.2,4.58,0.079,16.504328,0.0
8.02,3.81,0.425,15.924625,1.0
8.55,2.13,0.98,15.191898,1.0
7.79,4.14,0.91,15.875002,1.0
9.49,10.0,0.714,19.49,0.0
8.48,5.4,0.494,17.141968,0.0
7.47,3.17,0.838,14.975296,1.0
8.84,2.01,-0.02,15.35598,0.0
7.44,5.03,1.151,15.94784,1.0
8.13,0.3,1.025,10.515607,1.0
8.48,0.79,1.647,12.968135,1.0
8.89,1.16,-0.037,14.21229,0.0
8.27,12.5,0.577,18.75455,0.0
8.65,5.23,1.099,17.242508,1.0
8.32,11.07,0.28,18.540737,0.0
5.9,10.3,0.173,15.964188,0.0
9.35,5.59,0.508,18.087059,0.0
8.65,4.01,0.34,16.665722,0.0
7.81,4.56,0.966,16.104824,1.0
8.6,1.33,0.972,14.219259,1.0
7.9,4.4,1.015,16.117264,1.0
7.86,3.51,0.059,15.586536,1.0
7.36,1.07,0.69,12.506919,1.0
8.9,4.63,0.503,17.227905,0.0
7.92,1.34,0.035,13.555524,0.0
6.81,4.91,1.149,15.265408,1.0
8.04,3.19,0.233,15.558953,1.0
6.29,2.93,-0.04,13.624338,0.0
8.7,3.48,1.071,16.407896,1.0
7.73,5.57,1.102,16.459276,1.0
7.83,2.98,1.528,15.201081,1.0
6.52,7.6,0.268,15.924068,0.0
8.67,7.11,0.477,17.929348,0.0
8.36,3.59,1.1,16.135471,1.0
6.43,8.52,1.101,16.082197,1.0
4.76,17.85,0.906,16.018192,1.0
8.34,6.38,0.489,17.364103,0.0
8.28,3.55,1.252,16.031141,1.0
4.88,8.95,-0.054,14.639115,0.0
8.74,10.07,0.649,18.755146,0.0
7.79,1.98,1.008,14.273326,1.0
8.47,2.14,1.19,15.122069,1.0
8.73,1.42,1.106,14.491442,1.0
6.19,10.73,1.023,16.342999,1.0
8.36,8.32,0.6,17.960617,0.0
9.61,0.53,0.394,13.231379,0.0
8.39,4.74,1.159,16.768892,1.0
8.77,2.81,1.03,16.01353,1.0
8.71,5.8,1.1,17.52714,1.0
9.34,6.71,0.824,18.473614,0.0
7.83,2.48,1.59,14.802258,1.0
7.66,4.29,1.274,15.822287,1.0
8.38,13.3,0.584,18.99926,0.0
7.37,1.98,0.187,13.853326,0.0
5.41,22.21,0.238,17.142742,0.0
